# Rooftop PV data for 2010 calendar year
# Derived from original 1MW trace files at:
# http://www.climatechange.gov.au/reducing-carbon/aemo-report-100-renewable-electricity-scenarios
#
# Copyright (C) 2012 Australian Energy Market Operator Limited

# Region (based off capital city)
# QLD,NSW,VIC,SA,Tas

0.304268349,0.2908038149,0.2788327044,0.3748226394,0.4068433581
0.3605113703,0.3396564354,0.3196351393,0.4387408475,0.4701276338
0.4746981396,0.2618318892,0.3294915168,0.4815212381,0.48577129
0.3848792889,0.2324503879,0.3188328647,0.4870145597,0.4522794761
0.251542792,0.1777414032,0.2520898401,0.4254849542,0.3621744299
0.1399737745,0.1151021865,0.1502247341,0.3051440277,0.2027191624
0.0231437666,0.0122760958,0.0236793808,0.1378288031,0.0680471915
0,0,0,0.0092588319,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1081545534,0.0693818938,0.0167188386,0,0
0.264619771,0.2029239528,0.1626644132,0.1019463303,0.096863334
0.3689830553,0.3124120958,0.2872586937,0.2376565879,0.2117280297
0.4570594155,0.4086025647,0.3867835135,0.33539582,0.2939766307
0.4944686172,0.464237719,0.4714955772,0.3501195456,0.350664243
0.4853003286,0.4667168816,0.4584244309,0.3619457856,0.3345200421
0.4235531929,0.3983741844,0.3824113438,0.3267520331,0.2589869253
0.3384683195,0.3004110286,0.2949000676,0.2686578604,0.1790136972
0.1785605093,0.2019221057,0.2042252179,0.246267011,0.1303524346
0.0280036075,0.0276322515,0.0383632739,0.1302674115,0.0607193588
0,0,0,0.0090197308,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1095666793,0.0823673334,0.0119041704,0,0
0.2592939572,0.2550196958,0.113233703,0.0682720895,0.0943554652
0.3759444508,0.3469543403,0.1615609616,0.1583671569,0.2065565151
0.4559396381,0.3987883464,0.172716175,0.2787835818,0.2058047626
0.4090612322,0.4226976803,0.1968296135,0.3765169667,0.3036902367
0.3115904506,0.3411874131,0.1792455107,0.4198447633,0.335159289
0.2478404233,0.2761306459,0.1525535176,0.386565986,0.2881469233
0.193162538,0.2368107848,0.1306609313,0.3278217364,0.2275419647
0.1239756472,0.1828628553,0.1002664053,0.2534405579,0.1661546572
0.0213274214,0.0261405191,0.0152600047,0.1357585955,0.0673066662
0,0,0,0.0110375317,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0995445472,0.0694650167,0.0088535019,0,0
0.2427648371,0.1592322285,0.125266623,0.0915535958,0.1137915655
0.3411496098,0.2325271355,0.2398318231,0.2637067854,0.2709560228
0.3532661932,0.2040522347,0.2489249705,0.3032391992,0.3921264111
0.4283972918,0.253624326,0.3023279119,0.4384443574,0.4705699374
0.440401255,0.4046437933,0.4179283574,0.5231832556,0.4178497259
0.4066688995,0.4307999065,0.393610786,0.4775074432,0.4277389904
0.3413089915,0.3477637068,0.3246534057,0.3611899423,0.3741505444
0.1800573057,0.2110206752,0.2149426797,0.2448444089,0.2101314327
0.0268317499,0.0266201918,0.0393101264,0.1127133577,0.0562177319
0,0,0,0.0064367122,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0739058581,0.0839015217,0.0140145317,0,0
0.1644842977,0.2547201966,0.1750986972,0.0999942079,0.1209290041
0.2977820646,0.38639712,0.3491000993,0.3032441866,0.3011489203
0.3107610586,0.4233457544,0.4484567524,0.4435153011,0.413020406
0.3382646749,0.468783411,0.5060594847,0.5177291449,0.4778989396
0.3316207936,0.3895306249,0.5136598699,0.5194124657,0.4928109587
0.3643358187,0.2361192917,0.3490547364,0.4401122002,0.4552979472
0.2795411522,0.2138742501,0.2218524154,0.4041421389,0.3688723717
0.1616375574,0.1940927769,0.2027745784,0.3174248056,0.1794071159
0.0282131418,0.0299190099,0.044965984,0.15039632,0.0716244481
0,0,0,0.010867755,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1196212947,0.0959645067,0.0148303018,0,0
0.2937147063,0.2785977307,0.1840134714,0.1140907296,0.1095848857
0.4301729796,0.4217045476,0.367253992,0.2979114924,0.2665799999
0.5162521595,0.5096868418,0.4748725181,0.4430755533,0.3747528352
0.5313131113,0.5472213267,0.5373085011,0.5129192639,0.3963751927
0.5271399149,0.5385849247,0.547931511,0.5455968061,0.3971309215
0.4800002158,0.4781753644,0.5010279334,0.4849405049,0.4170397324
0.3654079421,0.3747273519,0.3973213059,0.3484188551,0.3080311747
0.1989439017,0.2353570134,0.2583518589,0.2147350144,0.1439823578
0.0345772752,0.0341649428,0.0494916908,0.0965496602,0.0596153539
0,0,0,0.0047968228,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0980815547,0.0904957028,0.0153566243,0,0
0.2261089968,0.2867815968,0.124221171,0.0516657378,0.0760434851
0.3125742269,0.4105331804,0.2151079301,0.1175636536,0.1834818765
0.3623006225,0.4995674676,0.2753399261,0.1499448777,0.2533887783
0.3410053987,0.5151814831,0.3012941247,0.1705328816,0.2776913885
0.3282662805,0.4686039255,0.3346050452,0.1896812575,0.282163544
0.2582596713,0.3992728349,0.3214195198,0.3429822861,0.3953317678
0.2107999593,0.3251963863,0.2621383617,0.2918071328,0.3566663342
0.1241689222,0.217145809,0.1914703156,0.1905447591,0.1598009708
0.0183352385,0.0312212735,0.0373955059,0.047509442,0.0480689125
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0532197832,0.0756451886,0.0156475623,0,0
0.1462524878,0.2544734423,0.1572620205,0.0891389557,0.117073875
0.2853019194,0.360531333,0.3311982944,0.2795750247,0.2864057765
0.280376077,0.4148422084,0.4414507826,0.4189093749,0.4010241762
0.2763397741,0.4747822628,0.5176829076,0.4967259862,0.4592110834
0.3348903507,0.441369982,0.5093486161,0.5275736823,0.4784495387
0.4153269166,0.4105423535,0.3934343568,0.4989286805,0.4378932628
0.341483187,0.3539954006,0.3198431604,0.3611362851,0.3396613837
0.1856424496,0.2174647245,0.1819629081,0.2689485032,0.1958261485
0.0305086854,0.0312250498,0.0261853548,0.1395526935,0.0697731348
0,0,0,0.0107140926,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0399429255,0.0784131486,0.0156617544,0,0
0.1469080412,0.2295116568,0.1757797882,0.1187165942,0.1157130486
0.2353668819,0.3388339209,0.3305241699,0.3155371749,0.2863732645
0.2788911316,0.3908795181,0.423742094,0.4269433278,0.3870912598
0.3069774819,0.4374012732,0.4690177929,0.4905813837,0.4520023054
0.4055048594,0.4706189331,0.4519629775,0.4160347624,0.3859570818
0.3630248903,0.4492243837,0.3785627911,0.3280580342,0.3180189108
0.259278965,0.2723217006,0.2726236629,0.2406582921,0.2277169214
0.1305847074,0.179476022,0.1508699074,0.2154144995,0.1383145088
0.01735994,0.0285224476,0.0214653184,0.1104677376,0.0369998597
0,0,0,0.0055787741,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0399429255,0.0784131486,0.0156617544,0,0
0.1469080412,0.2295116568,0.1757797882,0.1187165942,0.1157130486
0.2353668819,0.3388339209,0.3305241699,0.3155371749,0.2863732645
0.2788911316,0.3908795181,0.423742094,0.4269433278,0.3870912598
0.3069774819,0.4374012732,0.4690177929,0.4905813837,0.4520023054
0.4055048594,0.4706189331,0.4519629775,0.4160347624,0.3859570818
0.3630248903,0.4492243837,0.3785627911,0.3280580342,0.3180189108
0.259278965,0.2723217006,0.2726236629,0.2406582921,0.2277169214
0.1305847074,0.179476022,0.1508699074,0.2154144995,0.1383145088
0.01735994,0.0285224476,0.0214653184,0.1104677376,0.0369998597
0,0,0,0.0055787741,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0987326461,0.0722582024,0.0158726593,0,0
0.2802888008,0.282166037,0.1683543739,0.1135216544,0.1069364434
0.4130245373,0.425623722,0.2676672843,0.2658831671,0.2497476672
0.519905268,0.5150393012,0.3669511949,0.3601585901,0.3825019207
0.573447188,0.5523826815,0.3878748143,0.4114009869,0.4531114561
0.5712563581,0.5421654617,0.4058579482,0.4235488258,0.4745593247
0.5136126334,0.4879238426,0.3493144388,0.4057043872,0.4532136701
0.4077006867,0.3877626775,0.2678224901,0.3561998283,0.3723686992
0.227072962,0.2465349545,0.1950394006,0.2644808584,0.1923052616
0.0393469662,0.033908251,0.0387220131,0.120045943,0.0424543925
0,0,0,0.0070892089,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.113384167,0.0729058179,0.0155044587,0,0
0.2869651653,0.2791401622,0.1252110535,0.0976597783,0.1157729269
0.4268407763,0.4167456109,0.2126416486,0.2398370971,0.2903322449
0.5150411794,0.4992953346,0.3034686259,0.3695100666,0.3884272929
0.5310262955,0.5175741135,0.3516634249,0.4227993456,0.4262312751
0.5068343573,0.472717568,0.3378533501,0.4294321936,0.4389334132
0.4410721576,0.4535901315,0.275844912,0.4139196049,0.3942775834
0.2987810116,0.3776812184,0.2059593752,0.334191286,0.2803452105
0.1694810141,0.2217026615,0.1434114431,0.272446708,0.1568606923
0.0330320039,0.0315889283,0.0258421037,0.1505576182,0.0455935557
0,0,0,0.0131292486,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.09004518,0.0566132739,0.0155406193,0,0
0.2579899895,0.2143475781,0.1572429033,0.0927981491,0.1053770364
0.4015420898,0.2801845109,0.2621307472,0.3039104294,0.2753860765
0.4845378663,0.3135004751,0.3366418377,0.4503945936,0.3996156343
0.497991793,0.3749707428,0.4063246997,0.5275270763,0.4192463389
0.5110339686,0.3475969106,0.3353290689,0.5434527562,0.4744762905
0.4607310858,0.2716896793,0.3021025557,0.4990810531,0.4556742913
0.3665191525,0.1910898347,0.2642449805,0.4153917366,0.3816535677
0.2026024181,0.1166059509,0.1665486081,0.3122654652,0.1986525883
0.034818793,0.0123947581,0.0266584084,0.1579619767,0.0465008513
0,0,0,0.0134694212,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0869342908,0.0725679449,0.012303234,0,0
0.2124126956,0.2327622707,0.1804850509,0.1107113617,0.1040265016
0.3188133179,0.2644923718,0.3573621342,0.3201095544,0.2434305135
0.3463813651,0.3841512579,0.4631940117,0.4546099466,0.3768815532
0.3096146879,0.4433562474,0.522367919,0.5233270292,0.4380572262
0.3606923481,0.4306482459,0.5302691573,0.5464721742,0.4210335638
0.219809223,0.248080609,0.4784887481,0.5026604314,0.3637167622
0.0908497456,0.1297619017,0.3331283221,0.4449246609,0.2893395761
0.0311625432,0.0618981587,0.1962715207,0.2962909435,0.2246664061
0.0004067251,0.0010068968,0.0375878444,0.1214083941,0.0579932151
0,0,0,0.0067523727,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0632774327,0.0745355585,0.0116102677,0,0
0.1555046615,0.1522651639,0.1159549238,0.097889197,0.1018320579
0.1851309287,0.1758326498,0.2073108644,0.2366217962,0.2804703467
0.1914292747,0.1678253644,0.225669052,0.3646451525,0.3885000356
0.2259658567,0.1471897298,0.2603659699,0.4758019373,0.4466403967
0.2542005231,0.149064543,0.2520054327,0.4503995809,0.4396814233
0.263297777,0.2671082125,0.2583241552,0.4159152377,0.413826891
0.1519581049,0.2515328766,0.2332436777,0.379987827,0.3403179392
0.0752221658,0.1474785578,0.1864384403,0.3196804692,0.2138752257
0.0120461485,0.0204641143,0.0384561705,0.1607772568,0.0485715154
0,0,0,0.0125445578,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0260628445,0.0708587048,0.0137474579,0,0
0.192885485,0.2494316426,0.1275781847,0.1016990259,0.1239647838
0.3742169524,0.3536399459,0.221893728,0.242504992,0.3032051295
0.4800462634,0.3066758982,0.283218645,0.3382061127,0.4054123619
0.5269023594,0.3788964912,0.2796996211,0.3991083425,0.4560246725
0.4961331125,0.3804718052,0.294224647,0.2609828256,0.3217028256
0.4073640753,0.2741000442,0.2015170551,0.1909557865,0.3838604081
0.3099213148,0.2147531786,0.1820685387,0.2352719408,0.3170491641
0.1870231633,0.135503756,0.1537065443,0.196247206,0.2442786326
0.0332226373,0.0154082493,0.0284683865,0.1045476009,0.0541458983
0,0,0,0.0075812792,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1003591254,0.0770587516,0.0126713698,0,0
0.2713923358,0.2315870534,0.1782585445,0.1213681512,0.1257309577
0.4067381494,0.3307099852,0.3253787255,0.3249417926,0.3114963936
0.4844563014,0.4380267205,0.4196845481,0.4210406984,0.4018549867
0.5068918276,0.4326978052,0.4224332134,0.4373639915,0.4375683766
0.5264675845,0.40810768,0.4352574561,0.500028136,0.4811800797
0.4531792817,0.2640785156,0.4419118637,0.4007981984,0.3918492403
0.2822659913,0.2150535952,0.3408221873,0.316999332,0.2963174953
0.1975673466,0.1733311662,0.2133287339,0.1991013531,0.1903875209
0.0423489297,0.0268780455,0.0406792909,0.0555463529,0.0372252451
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0963626233,0.0704320063,0.0112719256,0,0
0.1785488903,0.2121711253,0.0727447741,0.029423443,0.0491810337
0.3015499351,0.3162230285,0.1484381179,0.0578516321,0.0712756808
0.3833838132,0.4032575965,0.2178732825,0.2256047127,0.1730017823
0.3506977017,0.288183082,0.2083266685,0.3098125428,0.3283846283
0.3000582075,0.3103752258,0.3412730617,0.3045833794,0.3335498276
0.3554277525,0.3523833945,0.2501614325,0.2071573192,0.232265562
0.3157197411,0.192809318,0.156381495,0.2330964189,0.1767556329
0.2038985684,0.1155443262,0.0829942694,0.2279983027,0.1667228244
0.0368351454,0.0181388139,0.0093259431,0.1269827174,0.0431205379
0,0,0,0.0099601238,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0542014178,0.0580863239,0.0159212948,0,0
0.1779989073,0.1950190995,0.1432617457,0.1059422394,0.100297912
0.293117337,0.2523723611,0.2862777219,0.2539934672,0.2273075975
0.377206476,0.2769872535,0.3824361313,0.3109869807,0.3238502555
0.39445094,0.3813646462,0.4410428409,0.425002212,0.4039114298
0.4234937594,0.280162037,0.4025918223,0.5019651243,0.4491789064
0.3431976565,0.1689460021,0.3378899644,0.4995156415,0.4569990972
0.2512543699,0.1778710486,0.2559145772,0.3868765783,0.3937351708
0.179621103,0.131702302,0.1582760424,0.2954226266,0.262810478
0.0340479064,0.0137816658,0.0263459069,0.1595723961,0.0562708271
0,0,0,0.0144979529,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1007043038,0.0547676003,0.0158684956,0,0
0.2663920677,0.1963603484,0.1679417339,0.122629266,0.1130664775
0.3725745885,0.3345683119,0.3365665029,0.3182717973,0.2072717793
0.4347141996,0.3758178715,0.4119710797,0.4522492045,0.2633730059
0.4595468775,0.3842972619,0.4342296633,0.5298143838,0.2769307478
0.4983717748,0.3556144393,0.4782146268,0.495162878,0.2765749869
0.4661377506,0.2881728388,0.4284800827,0.4426327099,0.2432106482
0.3564763168,0.2390522132,0.3348932614,0.3796369918,0.2306958635
0.2083562246,0.1557293564,0.2201726935,0.327105104,0.2211293801
0.0369951482,0.019879441,0.0414839633,0.1679728169,0.0515661756
0,0,0,0.0145045052,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1003434192,0.0397216855,0.004386216,0,0
0.2576946068,0.134106093,0.1308002439,0.1117776254,0.0958171022
0.3799778981,0.2455838648,0.2594190202,0.3004122246,0.2254862233
0.4464324179,0.2715981019,0.3162786116,0.4280580893,0.3830812894
0.4925742409,0.2605151016,0.3339101834,0.5044486588,0.4429532074
0.5030486389,0.2667530636,0.3623491327,0.4587436102,0.4765236115
0.4718148111,0.2710883876,0.2532567996,0.3402650335,0.3773697011
0.3752507029,0.1893073632,0.1757209785,0.2168742489,0.3374386382
0.2366173059,0.1113406963,0.0685923712,0.120579976,0.1578474435
0.0450721626,0.0108067853,0.0006499963,0.0314071062,0.0394533235
0,0,0,9.99845770869221E-06,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0968043588,0.0776881739,0.0137259105,0,0
0.2168377616,0.2321294849,0.1668505951,0.1106895205,0.0209832743
0.2454998495,0.3731968328,0.3141980764,0.2371554439,0.1634600922
0.2540202593,0.3993873449,0.418843067,0.2613367564,0.2745162048
0.3322308349,0.5002707328,0.4053088956,0.2167260038,0.2956557941
0.4683057352,0.5098213795,0.3339451776,0.3154601288,0.3033506149
0.4356362222,0.4326978052,0.299283416,0.3265406722,0.3863310869
0.3656023058,0.3573230679,0.2246605384,0.2599800219,0.3479217731
0.2132031792,0.2430669399,0.1652497722,0.2638022332,0.2250261433
0.0344733825,0.0403464142,0.0321639206,0.1319150812,0.0514439398
0,0,0,0.0096941254,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1147757679,0.0785767342,0.0165289627,0,0
0.2970165681,0.288874728,0.1903127526,0.1041405977,0.1068887279
0.440690391,0.4312128455,0.3465772762,0.2158996495,0.2478196348
0.5330911192,0.5201379737,0.4089609299,0.3009121647,0.3018522556
0.5725819217,0.5599274937,0.5021850103,0.3936552636,0.4066676997
0.5706714823,0.5495650343,0.5030728263,0.4250818378,0.3790776342
0.5200134263,0.4980049959,0.4260254659,0.4410174924,0.3979839525
0.4163670923,0.3950848909,0.3845294653,0.3846535905,0.343362607
0.2687756549,0.2459073668,0.2487467593,0.3054554799,0.2531286823
0.0533013302,0.0398995657,0.0456498453,0.14853483,0.0584150292
0,0,0,0.0145706824,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1160070946,0.0784947885,0.0156601829,0,0
0.3018681632,0.2870676423,0.171844722,0.0903859683,0.1121631582
0.4393648274,0.4061935757,0.2962922213,0.1954851714,0.2319034858
0.5248950059,0.4882776156,0.3979069729,0.2984260506,0.3170900965
0.5645087804,0.5304866735,0.4262367273,0.3499384528,0.4193094917
0.5572944801,0.5325016811,0.4051833377,0.3974165947,0.4575394047
0.5062244945,0.4795938196,0.4115134009,0.4592932519,0.4568674119
0.3960990152,0.3515351956,0.3086323775,0.3729700922,0.3734829957
0.2568457606,0.2367100344,0.1957937202,0.2687194285,0.2623162487
0.0523644939,0.0413474358,0.0376484848,0.1367919133,0.055630434
0,0,0,0.0142432018,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1138580288,0.0803358144,0.0167710059,0,0
0.2926679269,0.289728125,0.1944602141,0.1273271894,0.1242428901
0.4325888715,0.4296326392,0.3707861387,0.3179125352,0.3051333957
0.5198667166,0.5186748764,0.4759438917,0.4430107176,0.4103909095
0.5543711723,0.553166975,0.4583243086,0.4349454647,0.4534927121
0.5495849005,0.5434634446,0.4134406744,0.445306968,0.4954196382
0.4985880913,0.4890900397,0.3374202968,0.4529522506,0.479487584
0.4024810679,0.3934225861,0.2396166735,0.3827219334,0.3956271826
0.2619670374,0.2510638293,0.1595039179,0.2943106167,0.2703427387
0.0529365727,0.0424795857,0.0292347597,0.1619650574,0.0642877974
0,0,0,0.0200746839,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.111572248,0.0830985763,0.0171791097,0,0
0.2490653427,0.2856693677,0.1830197007,0.0559333825,0.0628274234
0.3540150911,0.4254407202,0.3150340491,0.0961615575,0.1248327842
0.4429970538,0.5196961397,0.348795034,0.1293181788,0.1502139043
0.4900266314,0.5604946923,0.3825012594,0.2346621067,0.2263635798
0.5186908968,0.5494335543,0.3512434944,0.2502273207,0.3191163666
0.4886955349,0.4978915562,0.257782555,0.1777750477,0.3037650845
0.3522051354,0.4032468947,0.2121805675,0.1442233412,0.1848490182
0.2013955608,0.2618432025,0.1371320406,0.1352336033,0.0985010972
0.0390274888,0.0429172306,0.0220282634,0.0594561234,0.0514905746
0,0,0,0.0058021254,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0920277249,0.072102261,0.0134133118,0,0
0.2415213738,0.1675284642,0.1466952282,0.1097813046,0.1314490951
0.3009379305,0.268805069,0.2318001667,0.2627330459,0.2523598551
0.2522179782,0.2594705999,0.3228246344,0.4386378327,0.4065755434
0.2653945485,0.2120274146,0.4169511117,0.529367241,0.5040951989
0.2948350191,0.3127236728,0.455745916,0.5636304205,0.5156591827
0.3025076535,0.2933085091,0.4079554945,0.5497982289,0.4948103304
0.2122127992,0.1911113913,0.3210454382,0.4809409842,0.4152323922
0.1892793165,0.1112062504,0.212451076,0.3483075853,0.2847303555
0.044569637,0.0121107918,0.0413622139,0.1169606987,0.0718124798
0,0,0,0.0066875886,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0956428174,0.0903267663,0.0183313263,0,0
0.223105195,0.2758627936,0.1150511984,0.1076078465,0.0943734754
0.363912288,0.4139545655,0.2214585685,0.2593068999,0.2616886967
0.5078131362,0.5163174092,0.3620158777,0.3715583247,0.3602321297
0.5594931631,0.5587930964,0.404568833,0.4323477368,0.4347010045
0.4907560752,0.5437447507,0.4276970874,0.5086677954,0.4854550581
0.3722629642,0.4321599602,0.3496123756,0.5010202771,0.3656054995
0.3312820404,0.338574783,0.319551056,0.4389573678,0.3220590543
0.1910448309,0.2275530633,0.2292595224,0.3235950327,0.2617869345
0.026486518,0.0378443344,0.0435811855,0.1585608214,0.1000032222
0,0,0,0.0200771088,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1002318699,0.0804364119,0.0154841912,0,0
0.2819058207,0.2678327285,0.1785386601,0.1317592347,0.1411311248
0.4091392276,0.399201744,0.313001307,0.3231891646,0.3124818116
0.478021062,0.4849635549,0.3685051969,0.4163008124,0.3972148914
0.5269368058,0.5395404481,0.4469962303,0.5173896603,0.4859118635
0.5552919455,0.5324466429,0.5087501503,0.5516213678,0.5205687301
0.5066135788,0.4688720835,0.5009769002,0.5397416427,0.4771436786
0.3580114148,0.3644066298,0.3921005267,0.4649523604,0.393955504
0.1620557337,0.234406841,0.2760022239,0.3377316254,0.2207780633
0.0184183562,0.0396890601,0.05972296,0.1769134378,0.0601795191
0,0,0,0.0243180178,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1172321746,0.0826290704,0.0163032824,0,0
